Appliances,Lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint
50,0,21,43.2,19.89,43.29,20.4633333333,44.3633333333,18.5,44.9,18.6111111111,47.9111111111,11.8,77.6666666667,19.6666666667,39.045,20.4327777778,45.1694444444,17.1,49,12.6,761.9333333333,60,5,40,4.9666666667
40,0,21,43.1266666667,20,43.2,20.4266666667,44.3266666667,18.5,44.8266666667,18.6944444444,47.9555555556,11.7266666667,77.5333333333,19.71,38.9833333333,20.4755555556,45.1022222222,17.1,49,12.5,761.9,61,5,40,5.1
60,0,21,43.09,20.1,43.26,20.5,44.4,18.5,44.79,18.735,47.8816666667,11.5666666667,78.6333333333,19.775,38.8816666667,20.5,45.07,17.1,48.9,12.1833333333,761.9666666667,62.3333333333,5.1666666667,40,5.0833333333
50,0,21,43.09,20.1,43.2,20.5,44.4,18.5,44.73,18.73,47.7872222222,11.2933333333,78.8266666667,19.715,38.845,20.4755555556,45.07,17.1,48.9,11.8666666667,762.0333333333,63.6666666667,5.3333333333,40,5.0666666667
50,0,21,43.09,20,43.1266666667,20.5,44.4,18.5,44.7,18.75,47.7,11.03,80.56,19.6722222222,38.8694444444,20.4083333333,45.0961111111,17.1,48.9,11.55,762.1,65,5.5,40,5.05
50,0,21,43.09,20,43.2,20.5,44.4,18.5,44.7,18.76,47.6327777778,10.83,81.7,19.6,38.8511111111,20.34,45.1877777778,17.1,48.9,11.2333333333,762.1666666667,66.3333333333,5.6666666667,40,5.0333333333
50,0,21,43.09,20,43.2,20.5,44.4,18.39,44.7,18.745,47.59,10.6266666667,83.1666666667,19.5277777778,38.8572222222,20.285,45.255,17.1,48.9,10.9166666667,762.2333333333,67.6666666667,5.8333333333,40,5.0166666667
30,0,21,43.1633333333,19.9266666667,43.2,20.5,44.4333333333,18.39,44.7,18.7,47.515,10.4266666667,82.4333333333,19.4816666667,38.9,20.25,45.3144444444,17.1,48.9,10.6,762.3,69,6,40,5
30,0,20.89,43.1633333333,19.89,43.2,20.5,44.4333333333,18.39,44.73,18.7,47.5,10.16,82.3966666667,19.39,38.9,20.1611111111,45.3627777778,17.1,48.9,10.5166666667,762.3,69.6666666667,5.8333333333,40,5.0666666667
30,0,20.89,43.09,19.8233333333,43.1266666667,20.5,44.4,18.3233333333,44.79,18.7,47.4888888889,9.96,83.3966666667,19.3288888889,38.9166666667,20.1,45.4888888889,17.1,48.9666666667,10.4333333333,762.3,70.3333333333,5.6666666667,40,5.1333333333
40,0,20.89,43.09,19.79,43.1266666667,20.5,44.4666666667,18.29,44.79,18.7,47.4388888889,9.66,84.9633333333,19.225,38.9777777778,20.0388888889,45.525,17.1,48.9333333333,10.35,762.3,71,5.5,40,5.2
60,0,20.8233333333,43.09,19.79,43.2,20.39,44.4,18.29,44.9,18.6611111111,47.3572222222,9.5333333333,85.6966666667,19.1944444444,39,19.9816666667,45.58,17.1,49,10.2666666667,762.3,71.6666666667,5.3333333333,40,5.2666666667
50,0,20.79,43.09,19.7,43.23,20.39,44.4,18.29,44.9,18.6,47.29,9.39,86.8933333333,19.1133333333,39.036,19.9022222222,45.6966666667,17.1,49,10.1833333333,762.3,72.3333333333,5.1666666667,40,5.3333333333
50,0,20.79,43.09,19.7,43.29,20.39,44.4,18.2,44.9,18.6,47.29,9.39,87.4933333333,19.0722222222,39.1022222222,19.8788888889,45.7983333333,17.1333333333,49,10.1,762.3,73,5,40,5.4
40,0,20.7,43.09,19.7,43.29,20.4725,44.475,18.2,44.9666666667,18.6,47.29,9.5,88.545,19.0111111111,39.1022222222,19.8177777778,45.8288888889,17.1333333333,49,10.05,762.35,73.3333333333,4.8333333333,40,5.4333333333
50,0,20.7,43.1633333333,19.6333333333,43.23,20.5,44.5,18.2,45.03,18.6,47.285,9.39,89.0933333333,18.9327777778,39.0961111111,19.79,45.95,17.1,49,10,762.4,73.6666666667,4.6666666667,40,5.4666666667
40,0,20.7,43.2,19.6,43.2,20.4266666667,44.4333333333,18.2,45.09,18.6,47.275,9.39,89.0933333333,18.8622222222,39.1877777778,19.715,46.015,17.1,48.9333333333,9.95,762.45,74,4.5,40,5.5
50,0,20.6333333333,43.1266666667,19.6,43.26,20.5,44.5,18.1666666667,45.09,18.5944444444,47.255,9.16,89.9966666667,18.79,39.215,19.7,46.145,17.1,48.8633333333,9.9,762.5,74.3333333333,4.3333333333,40,5.5333333333
50,0,20.6,43.09,19.5,43.29,20.5,44.4,18.1,45.09,18.55,47.23,9.1,90.3966666667,18.765,39.29,19.6611111111,46.1633333333,17.1,48.79,9.85,762.55,74.6666666667,4.1666666667,40,5.5666666667
50,0,20.6,43.1175,19.5,43.29,20.5,44.4666666667,18.1,45.1266666667,18.5055555556,47.23,8.9633333333,90.6233333333,18.7,39.29,19.6,46.1633333333,17.1,48.6633333333,9.8,762.6,75,4,40,5.6
60,0,20.5333333333,43.2,19.5,43.4,20.5,44.4,18.1,45.2,18.5,47.2,8.89,90.83,18.6722222222,39.3144444444,19.5611111111,46.215,17.1,48.53,9.75,762.6333333333,75.5,4,40,5.6333333333
50,0,20.5,43.2,19.4266666667,43.3266666667,20.5,44.4,18.0666666667,45.2,18.5,47.2,8.89,91.26,18.6,39.3572222222,19.5,46.27,17.1,48.3333333333,9.7,762.6666666667,76,4,40,5.6666666667
40,0,20.5,43.2,19.4266666667,43.4,20.5,44.4,18,45.2,18.5,47.21,8.89,91.26,18.55,39.4277777778,19.4938888889,46.285,17.1,48.2,9.65,762.7,76.5,4,40,5.7
360,20,20.4633333333,43.26,19.4633333333,43.4666666667,20.5,44.4,18,45.2,18.4938888889,47.2038888889,8.89,91.4633333333,18.5,39.5,19.4022222222,46.21,17.1,48.06,9.6,762.7333333333,77,4,40,5.7333333333
380,10,20.39,43.1266666667,19.39,43.4,20.4266666667,44.23,18.0666666667,45.4,18.4388888889,47.1116666667,8.89,91.8633333333,18.445,39.5,19.39,46.2,17.1,48,9.55,762.7666666667,77.5,4,40,5.7666666667
390,20,20.39,43.2666666667,19.39,43.3633333333,20.4266666667,44.23,18.6966666667,45.6633333333,18.4694444444,47.05,8.83,92.3966666667,18.3844444444,39.515,19.3177777778,46.2,17.1,47.8633333333,9.5,762.8,78,4,40,5.8
390,10,20.39,43.4,19.39,43.23,20.3566666667,44.09,19.2233333333,45.39,18.5,46.95,8.89,92.99,18.3011111111,39.59,19.285,46.1938888889,17.1,47.73,9.55,762.9333333333,78.1666666667,4.1666666667,40,5.8666666667
320,0,20.4266666667,43.3633333333,19.4266666667,43.23,20.29,44.09,20.0233333333,44.8333333333,18.5611111111,46.7933333333,8.8,93.6666666667,18.255,39.6572222222,19.245,46.145,17.1,47.6633333333,9.6,763.0666666667,78.3333333333,4.3333333333,40,5.9333333333
80,10,20.5,43.29,19.5666666667,43.23,20.29,44.09,20.645,44.1725,18.6333333333,46.73,8.7266666667,94.2,18.2,39.715,19.205,46.1144444444,17.1,47.53,9.65,763.2,78.5,4.5,40,6
70,10,20.5,43.39,19.6333333333,43.23,20.29,44.09,20.8233333333,43.5966666667,18.5944444444,46.9577777778,8.8,94.69,18.2,39.7983333333,19.2,46.2,17.1,47.5,9.7,763.3333333333,78.6666666667,4.6666666667,40,6.0666666667
80,20,20.5,43.7233333333,19.7,43.23,20.39,44.09,20.6333333333,43.53,18.445,47.4833333333,8.86,94.83,18.1833333333,39.9166666667,19.15,46.2,17.1,47.4,9.75,763.4666666667,78.8333333333,4.8333333333,40,6.1333333333
80,10,20.6,43.4666666667,19.79,43.06,20.39,44.09,20.36,43.59,18.3844444444,47.9661111111,8.89,95.0633333333,18.1111111111,40.0038888889,19.1111111111,46.245,17.1,47.3266666667,9.8,763.6,79,5,40,6.2
70,10,20.6,43.3266666667,19.8566666667,43,20.4266666667,44.09,20.1666666667,43.53,18.3011111111,48.3877777778,8.795,95.115,18.1,40.09,19.0944444444,46.29,17.0333333333,47.23,9.8,763.6166666667,79.5,4.8333333333,38.1666666667,6.3
80,30,20.7,43.4333333333,19.9266666667,42.8633333333,20.5,44.1725,20.0333333333,43.59,18.285,48.6922222222,8.69,95.2966666667,18.0166666667,40.1083333333,19.0555555556,46.3388888889,17.0333333333,47.23,9.8,763.6333333333,80,4.6666666667,36.3333333333,6.4
80,20,20.7,43.6333333333,20.0666666667,42.79,20.5,44.2,19.89,43.8,18.21,48.8727777778,8.66,95.59,18,40.225,19,46.3327777778,17,47.09,9.8,763.65,80.5,4.5,34.5,6.5
80,10,20.8233333333,43.6333333333,20.1333333333,42.6633333333,20.5333333333,44.3,19.89,44.1933333333,18.2,49.1472222222,8.66,96.2566666667,18,40.3572222222,19,46.4166666667,17,47.09,9.8,763.6666666667,81,4.3333333333,32.6666666667,6.6
80,10,20.89,43.4333333333,20.2,42.59,20.6,44.6933333333,19.79,44.3266666667,18.1777777778,49.3461111111,8.99,97.3233333333,17.9816666667,40.4822222222,18.9755555556,46.5238888889,17,47.09,9.8,763.6833333333,81.5,4.1666666667,30.8333333333,6.7
60,10,21,43.29,20.3233333333,42.6633333333,20.73,45.1933333333,19.73,44.4666666667,18.1388888889,49.5677777778,9.2633333333,97.53,17.945,40.6033333333,18.945,46.6205555556,17,47.09,9.8,763.7,82,4,29,6.8
50,10,21,43.29,20.39,42.59,20.79,45.2666666667,19.6666666667,44.7,18.1,49.7572222222,9.5,97.3633333333,17.945,40.765,18.89,46.735,17,47.09,9.8833333333,763.8333333333,82,4.1666666667,29,6.8833333333
40,0,21.05,43.29,20.5,42.545,20.7,44.9666666667,19.6,44.8333333333,18.1,49.97,9.5,97.23,17.89,40.8627777778,18.89,46.845,17,47.09,9.9666666667,763.9666666667,82,4.3333333333,29,6.9666666667
70,0,21.1,43.3266666667,20.5,42.7666666667,20.7,44.8266666667,19.5666666667,44.9,18.0611111111,50.1366666667,9.63,97.5633333333,17.89,41.0138888889,18.8288888889,46.9,17,47.09,10.05,764.1,82,4.5,29,7.05
80,10,21.1666666667,43.4,20.5666666667,42.9666666667,20.6,44.59,19.5,44.9,18.0777777778,50.3461111111,9.7633333333,97.5633333333,17.89,41.1722222222,18.79,46.95,17,47.1633333333,10.1333333333,764.2333333333,82,4.6666666667,29,7.1333333333
80,0,21.1333333333,43.4,20.6,42.9666666667,20.6,44.53,19.4633333333,44.9,18,50.4,9.89,97.5633333333,17.89,41.3083333333,18.79,47.055,17,47.2,10.2166666667,764.3666666667,82,4.8333333333,29,7.2166666667
90,10,21.2,43.3266666667,20.6,42.8266666667,20.5666666667,44.56,19.39,44.9,18,50.5383333333,9.9633333333,97.8966666667,17.8511111111,41.4155555556,18.79,47.145,17,47.2,10.3,764.5,82,5,29,7.3
80,0,21.2,43.29,20.7,42.8633333333,20.5,44.56,19.3566666667,45,18,50.6205555556,10.0333333333,98.26,17.8511111111,41.5722222222,18.79,47.2933333333,17,47.2,10.3,764.4333333333,82.3333333333,4.8333333333,28.6666666667,7.3666666667
130,20,21.2,43.23,20.7,42.73,20.5333333333,44.56,19.29,45,18,50.735,10.16,98.4,17.7955555556,41.6783333333,18.775,47.45,17,47.26,10.3,764.3666666667,82.6666666667,4.6666666667,28.3333333333,7.4333333333
370,20,21.2,43.1633333333,20.7,42.6633333333,20.6,44.56,19.29,45.1266666667,18,50.8205555556,10.2266666667,98.59,17.79,41.845,18.735,47.5211111111,17,47.29,10.3,764.3,83,4.5,28,7.5
370,30,21.26,43.1633333333,20.76,42.59,20.5,44.5,19.5725,45.525,17.9755555556,50.9055555556,10.3,98.59,17.79,41.9983333333,18.715,47.6633333333,17,47.29,10.3,764.2333333333,83.3333333333,4.3333333333,27.6666666667,7.5666666667
160,30,21.29,43.09,20.79,42.5,20.5666666667,44.5,20.4,45.3,17.9572222222,50.9888888889,10.4266666667,98.56,17.79,42.145,18.7,47.7811111111,17,47.4,10.3,764.1666666667,83.6666666667,4.1666666667,27.3333333333,7.6333333333
250,20,21.29,43.09,20.79,42.5,20.5666666667,44.5,21.1333333333,44.7666666667,17.9144444444,51.055,10.3666666667,97.7666666667,17.79,42.1572222222,18.7,47.8877777778,17,47.4333333333,10.3,764.1,84,4,27,7.7
380,30,21.29,43.09,20.7,42.4333333333,20.5666666667,44.5,21.1333333333,44.6333333333,17.9022222222,51.1944444444,9.995,97,17.79,42.065,18.7,47.9611111111,17,47.5,10.1,764.1333333333,85,4,26.5,7.6666666667
380,20,21.29,43.09,20.7,42.5,20.6,44.4,21.5233333333,44.8333333333,17.89,51.3327777778,9.53,96.9633333333,17.79,42,18.7,48,17,47.59,9.9,764.1666666667,86,4,26,7.6333333333
100,20,21.26,43.1633333333,20.7,42.59,20.6,44.4,22.0633333333,44.6266666667,17.89,51.45,9.2566666667,97.03,17.79,41.95,18.7,48.0811111111,17,47.59,9.7,764.2,87,4,25.5,7.6
40,30,21.2,43.09,20.7,42.59,20.6,44.4,22.4633333333,44.2966666667,17.8844444444,51.5872222222,9.0333333333,98.5,17.79,41.9388888889,18.6888888889,48.1511111111,17,47.59,9.5,764.2333333333,88,4,25,7.5666666667
30,10,21.2,43.2,20.6,42.6266666667,20.6333333333,44.4,22.3233333333,44.09,17.8733333333,51.7066666667,9.1,99.7666666667,17.79,42,18.6833333333,48.1816666667,17,47.59,9.3,764.2666666667,89,4,24.5,7.5333333333
30,0,21.2,43.3333333333,20.6,42.7,20.6333333333,44.3266666667,22.1333333333,44.23,17.84,51.7822222222,9.1,99.9,17.79,42,18.6111111111,48.1205555556,17,47.6266666667,9.1,764.3,90,4,24,7.5
30,0,21.2,43.4,20.5666666667,42.7,20.6,44.29,21.86,44.29,17.8233333333,51.8816666667,9.16,99.9,17.79,42,18.6,48.1877777778,17,47.7,9.2166666667,764.3833333333,89.6666666667,3.8333333333,23.8333333333,7.5666666667
50,0,21.1333333333,43.4,20.5,42.76,20.6,44.29,21.6333333333,44.4,17.79,51.9611111111,9.4266666667,99.9,17.79,42.01,18.6,48.245,17,47.73,9.3333333333,764.4666666667,89.3333333333,3.6666666667,23.6666666667,7.6333333333
50,0,21.1,43.5,20.5,42.9,20.6,44.29,21.4266666667,44.4,17.79,52.025,9.6266666667,99.9,17.79,42.045,18.6,48.29,17,47.79,9.45,764.55,89,3.5,23.5,7.7
50,10,21.1,43.595,20.4725,42.9,20.6,44.3633333333,21.26,44.4666666667,17.79,52.09,9.7266666667,99.9,17.79,42.08,18.6,48.345,17,47.9333333333,9.5666666667,764.6333333333,88.6666666667,3.3333333333,23.3333333333,7.7666666667
50,0,21.0333333333,43.6266666667,20.39,42.9,20.6,44.4,21.1333333333,44.4666666667,17.79,52.1694444444,9.86,99.9,17.79,42.09,18.6,48.4388888889,17,48,9.6833333333,764.7166666667,88.3333333333,3.1666666667,23.1666666667,7.8333333333
50,0,21,43.7,20.29,42.9666666667,20.6,44.4,20.89,44.53,17.79,52.205,9.89,99.9,17.785,42.1327777778,18.5888888889,48.5,17,48.09,9.8,764.8,88,3,23,7.9
40,0,21,43.7,20.29,42.9666666667,20.6333333333,44.4333333333,20.8233333333,44.59,17.79,52.28,9.89,99.9,17.745,42.1755555556,18.5666666667,48.505,17,48.1633333333,9.7166666667,764.75,88.3333333333,3.1666666667,23,7.8833333333
50,0,21,43.73,20.26,43.06,20.6333333333,44.4333333333,20.7,44.73,17.79,52.3327777778,9.86,99.9,17.74,42.2,18.5777777778,48.56,17,48.23,9.6333333333,764.7,88.6666666667,3.3333333333,23,7.8666666667
40,0,20.9266666667,43.8633333333,20.2,43,20.6333333333,44.4633333333,20.6333333333,44.73,17.79,52.4,9.8,99.9,17.725,42.2,18.55,48.59,17,48.29,9.55,764.65,89,3.5,23,7.85
40,0,20.89,43.9,20.2,43.09,20.6333333333,44.53,20.4633333333,44.79,17.79,52.4,9.7333333333,99.9,17.725,42.215,18.5111111111,48.645,17,48.4,9.4666666667,764.6,89.3333333333,3.6666666667,23,7.8333333333
50,0,20.89,43.9666666667,20.2,43.09,20.6333333333,44.4633333333,20.365,44.9475,17.77,52.4222222222,9.5333333333,99.9,17.73,42.27,18.5,48.7,17,48.4,9.3833333333,764.55,89.6666666667,3.8333333333,23,7.8166666667
50,0,20.8566666667,44,20.1,43.2,20.7,44.53,20.23,45,17.735,52.4833333333,9.5,99.9,17.705,42.29,18.5,48.7,17,48.5,9.3,764.5,90,4,23,7.8
50,10,20.8566666667,44.06,20.1,43.26,20.7,44.59,20.1666666667,45.1266666667,17.73,52.5,9.3675,99.9,17.72,42.29,18.5,48.735,17,48.53,9.05,764.4333333333,90.5,3.8333333333,22.8333333333,7.6333333333
40,0,20.79,44,20.0666666667,43.26,20.7,44.59,20.1,45.2,17.71,52.525,9.0633333333,99.9,17.7,42.29,18.5,48.79,17,48.59,8.8,764.3666666667,91,3.6666666667,22.6666666667,7.4666666667
20,0,20.79,44,20,43.2,20.7,44.59,20,45.23,17.72,52.58,8.7,99.1633333333,17.7,42.29,18.5,48.79,17.0333333333,48.6566666667,8.55,764.3,91.5,3.5,22.5,7.3
20,0,20.7,44,20,43.3266666667,20.7,44.5,20,45.29,17.7,52.59,8.2933333333,98.23,17.7,42.29,18.4816666667,48.775,17.0333333333,48.73,8.3,764.2333333333,92,3.3333333333,22.3333333333,7.1333333333
30,0,20.7,43.9333333333,19.9266666667,43.4,20.7,44.4333333333,19.89,45.4333333333,17.7,52.59,7.83,98.4,17.7,42.29,18.4877777778,48.78,17,48.73,8.05,764.1666666667,92.5,3.1666666667,22.1666666667,6.9666666667
50,0,20.7,43.9333333333,19.89,43.4,20.6,44.3633333333,19.89,45.5,17.7,52.59,7.69,98.9266666667,17.7,42.29,18.4633333333,48.76,17,48.79,7.8,764.1,93,3,22,6.8
50,0,20.6333333333,43.9333333333,19.89,43.4,20.6,44.29,19.79,45.4333333333,17.7,52.59,7.6233333333,99.9,17.7,42.29,18.4266666667,48.73,17.0666666667,48.8633333333,7.9166666667,764.05,93.1666666667,2.8333333333,29,6.9333333333
50,0,20.6,43.9,19.8566666667,43.4666666667,20.6,44.3633333333,19.79,45.5,17.7,52.6205555556,7.7633333333,99.9,17.7,42.29,18.39,48.7,17,48.8633333333,8.0333333333,764,93.3333333333,2.6666666667,36,7.0666666667
50,0,20.6,43.9,19.79,43.4666666667,20.6,44.29,19.7,45.59,17.7,52.6877777778,7.9333333333,99.9,17.7,42.29,18.39,48.7,17.0333333333,48.9333333333,8.15,763.95,93.5,2.5,43,7.2
50,0,20.6,43.9,19.79,43.5,20.6,44.4,19.7,45.59,17.7,52.7,8.0666666667,99.9,17.7,42.3022222222,18.39,48.735,17.0333333333,49,8.2666666667,763.9,93.6666666667,2.3333333333,50,7.3333333333
40,10,20.6,43.9,19.7675,43.5225,20.6,44.4,19.6,45.59,17.7,52.7,8.13,99.9,17.6666666667,42.3266666667,18.39,48.78,17.0333333333,49.03,8.3833333333,763.85,93.8333333333,2.1666666667,57,7.4666666667
40,0,20.5333333333,43.9,19.7,43.59,20.5666666667,44.3266666667,19.6,45.59,17.7,52.72,8.19,99.9,17.65,42.3388888889,18.39,48.79,17.1,49.09,8.5,763.8,94,2,64,7.6
40,0,20.5,43.9333333333,19.7,43.7,20.5,44.4,19.5666666667,45.7,17.7,52.7,8.19,99.9,17.6333333333,42.3266666667,18.39,48.79,17.0666666667,49.09,8.5166666667,763.7833333333,94,2.1666666667,64.1666666667,7.6
50,0,20.5,44,19.7,43.7,20.5,44.29,19.5,45.76,17.6722222222,52.73,8.19,99.9,17.6111111111,42.3022222222,18.3677777778,48.79,17.0666666667,49.09,8.5333333333,763.7666666667,94,2.3333333333,64.3333333333,7.6
50,0,20.5,44,19.6333333333,43.6566666667,20.5,44.29,19.4633333333,45.76,17.6666666667,52.76,8.2266666667,99.9,17.6,42.29,18.39,48.8205555556,17.1,49.2,8.55,763.75,94,2.5,64.5,7.6
50,0,20.5,44,19.7,43.79,20.5,44.29,19.39,45.7,17.6111111111,52.73,8.3,99.9,17.6,42.29,18.3566666667,48.8633333333,17.1,49.2,8.5666666667,763.7333333333,94,2.6666666667,64.6666666667,7.6
50,0,20.39,44,19.6,43.73,20.4266666667,44.1566666667,19.39,45.73,17.6222222222,52.75,8.39,99.9,17.6,42.3205555556,18.3566666667,48.9,17.1,49.23,8.5833333333,763.7166666667,94,2.8333333333,64.8333333333,7.6
20,0,20.39,44,19.6,43.79,20.39,44.1633333333,19.315,45.79,17.6,52.76,8.39,99.9,17.6,42.3755555556,18.3566666667,48.9166666667,17.1,49.29,8.6,763.7,94,3,65,7.6
20,0,20.39,44.03,19.5666666667,43.9,20.4633333333,44.1633333333,19.29,45.79,17.6,52.775,8.4633333333,99.9,17.6,42.4,18.34,48.9666666667,17.1,49.29,8.6,763.65,94,3,64.6666666667,7.6166666667
20,0,20.3233333333,44.09,19.5,43.9,20.39,44.09,19.29,45.9,17.6,52.79,8.39,99.9,17.6,42.4,18.29,49,17.1,49.3266666667,8.6,763.6,94,3,64.3333333333,7.6333333333
40,0,20.29,44.1266666667,19.5,43.9333333333,20.39,44.09,19.29,45.9,17.6,52.79,8.4633333333,99.9,17.6,42.4,18.29,49,17.1,49.4,8.6,763.55,94,3,64,7.65
50,0,20.29,44.2,19.5,44,20.29,44.09,19.2,45.9,17.6,52.79,8.5,99.9,17.6,42.4833333333,18.29,49,17.1,49.4333333333,8.6,763.5,94,3,63.6666666667,7.6666666667
50,0,20.29,44.2,19.5,44.09,20.3233333333,44.1266666667,19.2,45.9,17.6,52.79,8.5,99.9,17.6,42.4777777778,18.29,49.005,17.1,49.4333333333,8.6,763.45,94,3,63.3333333333,7.6833333333
50,0,20.29,44.2,19.4266666667,44.09,20.3233333333,44.1266666667,19.2,45.9333333333,17.6,52.79,8.5333333333,99.9,17.6,42.5,18.29,49.06,17.1,49.5,8.6,763.4,94,3,63,7.7
50,0,20.26,44.2,19.4633333333,44.09,20.39,44.2,19.2,46,17.6,52.8022222222,8.6,99.9,17.6,42.5,18.29,49.09,17.1,49.5,8.6333333333,763.3666666667,94,3,62.8333333333,7.7333333333
40,0,20.2,44.26,19.39,44.09,20.4633333333,44.26,19.1666666667,46.03,17.6,52.8022222222,8.6,99.9,17.6,42.51,18.29,49.09,17.1,49.5,8.6666666667,763.3333333333,94,3,62.6666666667,7.7666666667
40,0,20.2,44.29,19.39,44.09,20.5,44.23,19.1666666667,46.09,17.6,52.79,8.66,99.9,17.5888888889,42.54,18.29,49.1572222222,17.1,49.5,8.7,763.3,94,3,62.5,7.8
70,0,20.2,44.3633333333,19.39,44.1633333333,20.5,44.23,19.1,46.09,17.6,52.8144444444,8.69,99.9,17.5444444444,42.565,18.28,49.1877777778,17.1,49.59,8.7333333333,763.2666666667,94,3,62.3333333333,7.8333333333
380,30,20.2,44.4333333333,19.39,44.23,20.5,44.2,19.1,46.09,17.6,52.8266666667,8.7633333333,99.9,17.5777777778,42.59,18.28,49.1927777778,17.1,49.59,8.7666666667,763.2333333333,94,3,62.1666666667,7.8666666667
190,10,20.1333333333,44.6333333333,19.39,44.29,20.5,44.2,19.3,46.39,17.6,52.8938888889,8.8,99.9,17.5277777778,42.5961111111,18.29,49.23,17.1,49.5,8.8,763.2,94,3,62,7.9
60,10,20.1,44.79,19.39,44.29,20.5,44.29,19.9,46.39,17.6,52.9,8.86,99.9,17.5333333333,42.6327777778,18.28,49.27,17.1,49.4333333333,8.85,763.15,94,3.1666666667,62,7.95
60,10,20.1,44.9,19.29,44.4,20.5,44.29,20.2,45.76,17.6,52.9,8.89,99.9,17.5,42.6816666667,18.235,49.235,17.1666666667,49.29,8.9,763.1,94,3.3333333333,62,8
40,10,20.1,45.0266666667,19.29,44.4666666667,20.5,44.29,20.1333333333,45.76,17.6,52.9,8.89,99.9,17.5,42.7,18.22,49.2994444444,17.1,49.29,8.95,763.05,94,3.5,62,8.05
20,0,20.1,45.09,19.29,44.59,20.5,44.29,20,45.8266666667,17.5777777778,52.9,9,99.9,17.5,42.725,18.2,49.29,17.1,49.2,9,763,94,3.6666666667,62,8.1
20,0,20.1,45.1633333333,19.29,44.59,20.5,44.23,20,45.9,17.5666666667,52.9,9,99.9,17.5,42.78,18.2,49.29,17.1,49.1266666667,9.05,762.95,94,3.8333333333,62,8.15
40,0,20.1,45.2,19.29,44.7,20.5,44.23,19.8566666667,45.9666666667,17.5777777778,52.9055555556,9.05,99.9,17.5,42.7961111111,18.2,49.29,17.1,49.09,9.1,762.9,94,4,62,8.2
40,0,20.1,45.2,19.29,44.76,20.5,44.29,19.79,45.925,17.5555555556,52.9666666667,9.1,99.9,17.5,42.8327777778,18.2,49.3327777778,17.15,49.0675,9.1333333333,762.85,94,4.1666666667,61.8333333333,8.2333333333
40,0,20.1,45.1633333333,19.29,44.79,20.5,44.29,19.73,46,17.5666666667,52.9777777778,9.16,99.9,17.5,42.8816666667,18.2,49.4,17.1,49,9.1666666667,762.8,94,4.3333333333,61.6666666667,8.2666666667
50,0,20.1,45.09,19.29,44.79,20.5,44.4,19.6666666667,46.09,17.5833333333,53,9.19,99.9,17.5,42.9111111111,18.2,49.4055555556,17.1,49,9.2,762.75,94,4.5,61.5,8.3
50,0,20.1,45.2,19.29,44.8266666667,20.5,44.4,19.6,46.09,17.5555555556,53,9.2633333333,99.9,17.5,42.9722222222,18.2,49.4888888889,17.1,48.9333333333,9.2333333333,762.7,94,4.6666666667,61.3333333333,8.3333333333
40,0,20.1,45.2,19.23,44.8266666667,20.5,44.4,19.5,46.1266666667,17.5388888889,53,9.3,99.9,17.5,43,18.1888888889,49.5,17.1,48.9666666667,9.2666666667,762.65,94,4.8333333333,61.1666666667,8.3666666667
50,0,20.1,45.23,19.2,44.79,20.5,44.4,19.5,46.26,17.5055555556,53,9.36,99.9,17.5,43,18.1888888889,49.515,17.1,48.9,9.3,762.6,94,5,61,8.4
40,0,20.0333333333,45.23,19.2,44.8633333333,20.5,44.4,19.39,46.2,17.5222222222,53,9.5333333333,99.9,17.5,43.045,18.2,49.58,17.1,48.9,9.4166666667,762.55,93.5,5.1666666667,61.5,8.4333333333
30,0,20,45.1266666667,19.2,44.9,20.5,44.4,19.39,46.2,17.5277777778,53,9.66,99.9,17.5,43.09,18.1833333333,49.59,17.1,48.9,9.5333333333,762.5,93,5.3333333333,62,8.4666666667
50,0,20,45.2,19.2,44.9,20.5,44.4,19.3566666667,46.29,17.5166666667,53,9.8,99.9,17.4755555556,43.1005555556,18.1666666667,49.6572222222,17.1,48.8633333333,9.65,762.45,92.5,5.5,62.5,8.5
40,0,20,45.29,19.2,44.9,20.5,44.4,19.29,46.3633333333,17.5,53,9.86,99.9,17.5,43.2,18.1444444444,49.7,17.1,48.79,9.7666666667,762.4,92,5.6666666667,63,8.5333333333
40,0,20,45.29,19.2,44.9,20.5,44.4,19.29,46.4,17.5,53,10.13,99.9,17.5,43.245,18.1222222222,49.7,17.1,48.79,9.8833333333,762.35,91.5,5.8333333333,63.5,8.5666666667
50,0,20,45.29,19.2,44.9,20.5,44.4,19.29,46.4,17.5,53,10.2633333333,99.9,17.5,43.29,18.1333333333,49.725,17.1,48.79,10,762.3,91,6,64,8.6
30,0,20,45.29,19.2,44.9666666667,20.5,44.4,19.26,46.4666666667,17.5,53,10.39,99.9,17.5,43.3022222222,18.1222222222,49.79,17.1,48.79,10.0166666667,762.2666666667,90.6666666667,6.1666666667,56.6666666667,8.5666666667
20,0,20,45.345,19.2,45,20.5,44.3633333333,19.2,46.4,17.5,53,10.39,99.9,17.5,43.3694444444,18.1444444444,49.8205555556,17.1,48.79,10.0333333333,762.2333333333,90.3333333333,6.3333333333,49.3333333333,8.5333333333
